Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Lamb Chops,TDS2000-BB07-Hg,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Lamb,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,2.3,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Lettuce,TDS1998-GG11-Hg,GG11 Lettuce (Iceburg and romaine)/Laitue (iceberg et romaine),Lettuce,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.12,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Lettuce,TDS2000-GG11-Hg,GG11 Lettuce (Iceburg and romaine)/Laitue (iceberg et romaine),Lettuce,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.23,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Luncheon Meats,TDS1998-BB08-Hg,"BB08 Luncheon meats, cold cuts (bologna and pastrami)/Viandes à sandwich, viandes froides (mortadelle et pastrami)",Other,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.51,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Luncheon Meats,TDS2000-BB08-Hg,"BB08 Luncheon meats, cold cuts (bologna and pastrami)/Viandes à sandwich, viandes froides (mortadelle et pastrami)",Other,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.3,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Margarine,TDS1998-II02-Hg,II02 Margarine/Margarine,Margarine and similar products,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.29,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Margarine,TDS2000-II02-Hg,II02 Margarine/Margarine,Margarine and similar products,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.46,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Mayonnaise,TDS2000-II04-Hg,II04 Mayonnaise/Mayonnaise,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.23,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Meat, Poultry or Eggs",TDS1998-CC02-Hg,"CC02 Poultry, chicken & turkey (roast chicken and turkey)/Volaille, poulet et dinde (poulet et dinde rôtis)","Meat, poultry, fish, or eggs",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,1.7,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Meat, Poultry or Eggs",TDS2000-CC02-Hg,"CC02 Poultry, chicken & turkey (roast chicken and turkey)/Volaille, poulet et dinde (poulet et dinde rôtis)","Meat, poultry, fish, or eggs",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.8,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Milk, 1%",TDS1998-AA03-Hg,"AA03 Milk, 1%/lait, 1 %",Milk,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.15,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Milk, 1%",TDS2000-AA03-Hg,"AA03 Milk, 1%/lait, 1 %",Milk,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.16,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Milk, 2%",TDS1998-AA02-Hg,"AA02 Milk, 2%/lait, 2 %",Milk,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.14,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Milk, 2%",TDS2000-AA02-Hg,"AA02 Milk, 2%/lait, 2 %",Milk,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.19,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Milk, Evaporated",TDS1998-AA05-Hg,"AA05 Milk, Evaporated/Lait évaporé",Condensed milk (plain),Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.16,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Milk, Evaporated",TDS2000-AA05-Hg,"AA05 Milk, Evaporated/Lait évaporé",Condensed milk (plain),Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.11,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Milk, Skimmed",TDS1998-AA04-Hg,"AA04 Milk, skim/Lait écrémé",Milk,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.13,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Milk, Skimmed",TDS2000-AA04-Hg,"AA04 Milk, skim/Lait écrémé",Milk,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.19,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Mixed Fruits, Baby Food",TDS1998-LL07-Hg,"LL07 Fruit, apple or peach (Babyfood)/Fruits, pommes ou pêche (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.08,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Mixed Fruits, Baby Food",TDS2000-LL07-Hg,"LL07 Fruit, apple or peach (Babyfood)/Fruits, pommes ou pêche (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.24,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Mixes, Pancake & Waffle",TDS1998-FF14-Hg,FF14 Pancakes & waffles/Crêpes et gaufres,Bakery Mixes,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.35,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Mixes, Pancake & Waffle",TDS2000-FF14-Hg,FF14 Pancakes & waffles/Crêpes et gaufres,Bakery Mixes,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.45,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Muffins, Regular",TDS1998-FF13-Hg,FF13 Muffins (Blueberry and bran muffins)/Muffins (bleuets et son),Muffins,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.46,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Muffins, Regular",TDS2000-FF13-Hg,FF13 Muffins (Blueberry and bran muffins)/Muffins (bleuets et son),Muffins,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.33,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Mushrooms,TDS1998-GG12-Hg,GG12 Mushrooms (Cooked and raw)/Champignons (cuits et crus),Mushrooms,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,16,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Mushrooms,TDS2000-GG12-Hg,GG12 Mushrooms (Cooked and raw)/Champignons (cuits et crus),Mushrooms,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,5.1,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Onions,TDS1998-GG13-Hg,GG13 Onions (Raw)/Oignons (crus),Onions,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.057,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Onions,TDS2000-GG13-Hg,GG13 Onions (Raw)/Oignons (crus),Onions,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.09,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Organ Meat,TDS1998-BB10-Hg,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,2.2,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Organ Meat,TDS2000-BB10-Hg,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,2.1,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pasta, Mixed Dishes",TDS1998-FF15-Hg,"FF15 Pasta, mixed dishes (Lasagna, mac and cheese)/Plats de pâtes en mélange (lasagne, macaroni au fromage)",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.11,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pasta, Mixed Dishes",TDS2000-FF15-Hg,"FF15 Pasta, mixed dishes (Lasagna, mac and cheese)/Plats de pâtes en mélange (lasagne, macaroni au fromage)",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.27,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pasta, Plain",TDS1998-FF16-Hg,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.11,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pasta, Plain",TDS2000-FF16-Hg,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.18,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Peanut Butter,TDS1998-JJ07-Hg,JJ07 Peanut butter/Beurre d’arachide,"Vegetable, seaweed, nut and seed purees, spreads",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.56,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Peanut Butter,TDS2000-JJ07-Hg,JJ07 Peanut butter/Beurre d’arachide,"Vegetable, seaweed, nut and seed purees, spreads",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.31,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Peas, Baby Food",TDS1998-LL09-Hg,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.067,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Peas, Baby Food",TDS2000-LL09-Hg,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.06,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Peas, Green",TDS1998-GG14-Hg,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.083,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Peas, Green",TDS2000-GG14-Hg,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.25,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Penny Candy,TDS1998-JJ02-Hg,"JJ02 Candy (Hard candy and marshmallow)/Bonbons (bonbons, durs et guimauves)",Solid,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.54,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
