RESPONSEID,RESPID,WEIGHT,STATUS,INTERVIEW_START,INTERVIEW_END,HCMA,HISTORONTO,HISMONTREAL,HISVANCOUVER,L,QINTRO_1,SQA,SQB,SQC,HREGION,SQD,SQE,QN1A,ON1B,QN1B_R1,QN1B_R2,QN1B_R3,QN1B_R4,QN1B_R5,QN1C_1,QN1C_2,QN1C_3,QN1C_4,QN1C_5,QN1C_6,QN1C_7,QN1C_8,QN1C_9,QN1C_10,QN1C_11,QN1C_12,QN1C_13,QN1C_98,QN1C_98_R1,QN1C_98_OTHER,QN2,QN3,QN4,QN5,QN6A,QN7,HSEENAD,QN8,QN8_R1,QN9A,QN9B,QN9B_R1,QN10_1,QN10_2,QN10_3,QN11,QN11_R1,ON11_98_OTHER,QN12,QN12_R1,QN12_98_OTHER,QN13_1,QN13_2,QN13_3,QN13_4,QN13_5,QN13_6,QN13_7,QN13_8,QN13_9,QN13_10,QN13_11,QN14,QN15A,QN15B,QN16_1,QN16_2,QN16_3,QN16_4,QN17,QN17_R1,QN17_R2,QN17_R3,QN17_R4,QN17_R5,QN18_R1,QN18_R2,QN18_R3,QN18_R4,QN18_R5,QN18_R6,QN18_R7,QN18,QN19_1,QN19_2,QN19_3,QN19_4,QN20A,QN20B_R1,QN20B_R2,QN20B_R3,QN20B_R4,QN20B_R5,QN20B,QN21_1,QN21_2,QN21_3,QN21_4,QN21_5,QN21_6,QN21_7,QN21_8,QN21_9,QN21_10,QN22_1,QN22_2,QN22_3,QN22_4,QN22_5,QN22_6,QN22_7,QN22_8,QN22_9,QN22_10,QN23_1,QN23_2,QN24_1,QN24_2,QN24_3,QN24_4,QN24_5,QN24_6,QN24_7,QN24_8,QN25_1,QN25_2,QN26_1,QN26_2,QN26_3,QN26_4,QN26_5,QN26_6,QN26_7,QN26_8,QN27A,QN27B_R1,QN27B_R2,QN27B_R3,QN27B_R4,QN27B_R5,QN27B,QN27C,QN28_1,QN28_2,QN28_3,QN29,QN30,QN31,QN32,QN33,QN34,QN35,DUSseg1,CONTseg2,ACTseg3,DrugUseSegs,PrimaryFirst
547,696,0.974461000000,Complete,21-Mar-2011 21:06:14,21-Mar-2011 21:23:17,#NULL!,No,No,No,English,Win32,15,Female,Ontario,Ontario (include Nunavut),You live with one parent,No,Yes,That drugs are bad for you and they could hurt you,Bad,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,0,0,0,0,#NULL!,,Yes,No,No,No,No,No,Yes,That we should'nt take drugs,Say no to drugs/stay away from drugs,No,,#NULL!,Yes,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,No,#NULL!,#NULL!,2,4,4,4,Tabacco shisha,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,#NULL!,#NULL!,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,tabacco,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),Completed university (Bachelor,$1 to $10,No,No,180,175,154,Inactive,Primary Case
548,698,0.860243000000,Complete,21-Mar-2011 21:07:32,21-Mar-2011 21:11:40,#NULL!,No,No,No,English,Win32,14,Male,New Brunswick,Atlantic,You live with a parent and a step- parent,Yes,Yes,no,Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,1,0,0,0,0,0,#NULL!,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,no,None/nothing,No,,#NULL!,Yes,Yes,Yes,,DK/NA,no,"Some level of government, but not clear which one",#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Yes,1,No,4,4,4,4,no,None,#NULL!,#NULL!,#NULL!,#NULL!,None,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,no,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some university (no degree),Zero,No,No,143,138,116,Inactive,Primary Case
549,699,1.013973000000,Complete,21-Mar-2011 21:08:11,21-Mar-2011 21:26:09,#NULL!,No,No,No,English,Win32,15,Female,British Columbia,British Columbia (include Yukon),You live with a parent and a step- parent,Yes,Yes,It showed a girl and how she looks now and then it shows her after using drugs. She looked terrible from the drugs,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,No,No,Yes,That using drugs will make you look older than you are and that it will ruin your lives. Do not use drugs or this can be you in the picture,Drugs are bad for you/your health,Yes,My friend and me said that we will not use drugs and that a boy in our school look bad from drugs and lives in a car,Talk to/warned friends/family,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,2,Yes,5,6,6,6,pot and coke and ectasy,Marijuana/cannabis,Crack/cocaine,Ecstasy,#NULL!,#NULL!,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,coke and smoking coke and ectasy,Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,walkled away at the skytrain and there is a boy at my school that  askes girls to come with him at lunch to do drugs and smoke pot with him,2 - 4 times,Not at all,Once,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Not veryserious,Not verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Somewhatserious,Somewhatserious,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Somewhatlikely,Somewhat agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",$11 to $20,No,No,84,94,97,Active,Primary Case
551,701,1.018072000000,Complete,21-Mar-2011 21:09:26,21-Mar-2011 21:27:07,#NULL!,No,No,No,Français,Win32,14,Male,Quebec,Quebec,You live with one parent,No,Yes,une jeune fille qui se mutile,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,No,No,Yes,ou mène la dépendance,Drug's are addictive/dangerous/don't start,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Yes,5,Yes,7A great deal,7A great deal,7A great deal,7A great deal,extacy,Ecstasy,#NULL!,#NULL!,#NULL!,#NULL!,All/most drugs,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,toute incluant cigarette,Very likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,refusé,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,je me souveins  pas,No,Not verylikely,Not verylikely,Not verylikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),Some high school (grades 8 - 11),$11 to $20,No,No,145,141,122,Inactive,Primary Case
552,702,1.013973000000,Complete,21-Mar-2011 21:09:51,21-Mar-2011 21:18:18,#NULL!,No,No,No,English,Win32,15,Female,British Columbia,British Columbia (include Yukon),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,drugs can ruin your life,Drugs can ruin your life/family/future,No,,#NULL!,Yes,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Yes,2,Yes,5,6,6,5,marijuana crack,Marijuana/cannabis,Crack/cocaine,#NULL!,#NULL!,#NULL!,Cocaine/crack,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,crack marijuana,Very likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,Walked away,#NULL!,#NULL!,#NULL!,Said no and walked away,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),"Completed community college, vocational or trade school (or complete CEGEP)",$1 to $10,No,No,134,134,120,Inactive,Primary Case
555,706,1.237780000000,Complete,21-Mar-2011 21:13:15,21-Mar-2011 21:41:22,#NULL!,No,No,No,English,Win32,15,Female,Newfoundland and Labrador,Atlantic,You live with two parents,No,Yes,"It said, ""Yeah, he can drive all three of you home"".",Other,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Other,Poster,Yes,No,No,No,No,Yes,Yes,Drugs will mess up your life.,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Yes,1,No,5,6,2,5,Marijuana.,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Cocaine/crack,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"Cocaine, or marijuana.",Very likely,Not very likely,Not at all likely,Not at all likely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,"When someone offered me marijuana, (they didn't live close to me), I said that I might try it, even though in my head I knew I wouldn't. We never even ended up seeing eachother after.",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not at allserious,Somewhatserious,Somewhatlikely,Verylikely,Somewhatlikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Somewhatserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Yes,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,"I don't remember, it was a long time ago, before we did any drug programs in school, and I wanted to know some things.",No,Not at alllikely,Not at alllikely,Not verylikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$1 to $10,No,No,83,92,90,Contemplative,Primary Case
556,708,1.038529000000,Complete,21-Mar-2011 21:13:51,21-Mar-2011 21:25:28,#NULL!,No,No,No,English,Win32,15,Male,Alberta,Alberta (include NWT),You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,Yes,Yes,don't know,DK/NA,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Yes,20,Yes,3,5,4,5,"marjuana, cocaine, meth,",Marijuana/cannabis,Crack/cocaine,Amphetamines/speed,#NULL!,#NULL!,Cocaine/crack,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"cocaine,meth",Somewhat likely,Not at all likely,Not at all likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),"Completed community college, vocational or trade school (or complete CEGEP)",Zero,No,No,100,103,94,Contemplative,Primary Case
558,710,0.974461000000,Complete,21-Mar-2011 21:18:01,21-Mar-2011 21:25:11,#NULL!,No,No,No,English,MacIntel,13,Female,Ontario,Ontario (include Nunavut),You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,Yes,No,Yes,No,Yes,drug is bad,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,2,No,3,4,4,4,"cracks, marijuana",Crack/cocaine,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,Cocaine/crack,Alcohol,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"cocaine, alcohol",Somewhat likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,i just say no,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,Yes,118,121,113,Contemplative,Primary Case
563,718,1.013973000000,Complete,21-Mar-2011 21:27:36,21-Mar-2011 21:37:43,#NULL!,No,No,No,English,Win32,13,Male,British Columbia,British Columbia (include Yukon),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,Not to get involved with drugs as it will ruin your life,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Yes,2,No,6,5,6,4,"pot, mushrooms",Marijuana/cannabis,Mushrooms,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Mushrooms,Hashish,#NULL!,#NULL!,#NULL!,#NULL!,"pot, mushrooms, hash",Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),"Completed community college, vocational or trade school (or complete CEGEP)",Zero,No,Yes,148,146,128,Inactive,Primary Case
565,720,1.052217000000,Complete,21-Mar-2011 21:30:18,21-Mar-2011 21:41:08,#NULL!,No,No,No,English,Win32,15,Female,Saskatchewan,Manitoba / Saskatchewan,You live with two parents,No,Yes,the canda government one. i think it exaggerates a bit,Health canada[government],#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,1,0,0,0,0,0,0,1,0,0,0,#NULL!,,Yes,No,No,No,No,No,Yes,that drug use will mess you up,Drugs can ruin your life/family/future,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,5,Yes,3,4,4,2,marajuana crystal meth ecstacy,Marijuana/cannabis,Amphetamines/speed,Ecstasy,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,crystal meth,Not very likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,said no,5 times or more,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Not at alllikely,Verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not at alllikely,Not at alllikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Not verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Yes,Drugsnot4me.ca/not4me.ca,#NULL!,#NULL!,#NULL!,#NULL!,can t remember. ww.drugsnot4me.com i think,Yes,Not at alllikely,Not at alllikely,Not verylikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,No,58,74,84,Active,Primary Case
566,721,0.974461000000,Complete,21-Mar-2011 21:32:20,21-Mar-2011 21:43:31,#NULL!,No,No,No,English,Win32,15,Male,Ontario,Ontario (include Nunavut),You live with two parents,Yes,Yes,it was about how people in school were talking more drugs then ever as statistics found,School,#NULL!,#NULL!,#NULL!,#NULL!,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,No,Yes,No,No,No,No,Yes,To stop using drugs and do other things then that because itll ruin your life,Drugs can ruin your life/family/future,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Yes,2,Yes,6,6,6,6,no,None,#NULL!,#NULL!,#NULL!,#NULL!,Cocaine/crack,Heroin,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,#NULL!,#NULL!,Cocaine herioine cigarettes,Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,i said no that i dont want any,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Yes,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,i dont knw,No,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Some community college, vocational or trade school (or some CEGEP)",$1 to $10,No,No,187,183,165,Inactive,Primary Case
